CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
6.98,1.33,24.6,2.57,0.72,27.15,22.59,Clover,6702.78,0.95,199.93
8.5,1.53,24.91,5.72,0.77,42.47,22.55,Orange Blossom,5485.27,0.64,160.06
9.38,1.3,14.92,6.8,0.75,31.38,39.31,Eucalyptus,5837.69,0.68,473.48
9.55,1.34,24.42,4.5,0.83,24.2,24.67,Clover,9505.9,0.77,162.52
9.44,1.33,15.77,5.66,0.78,40.18,36.68,Eucalyptus,6621.39,0.66,459.59
9.41,1.44,22.55,5.29,0.72,24.67,29.96,Rosemary,8648.54,0.9,680.92
5.25,1.74,14.07,3.71,0.86,22.45,22.89,Alfalfa,3565.21,1.0,432.62
3.73,1.39,18.16,3.49,0.88,26.6,35.98,Tupelo,2898.77,1.0,936.38
1.04,1.5,16.72,2.97,0.8,48.74,23.07,Borage,5469.21,0.64,474.29
1.18,1.82,22.01,5.22,0.81,28.6,37.97,Rosemary,8303.32,0.66,499.59
2.7,1.7,17.98,4.85,0.9,31.64,38.41,Manuka,7529.73,1.0,976.69
4.29,1.36,18.15,7.24,0.75,26.26,40.83,Sunflower,2163.7,0.61,540.18
5.63,1.4,22.65,6.41,0.81,43.22,24.38,Sage,3406.18,1.0,926.3
9.64,1.69,17.14,5.44,0.86,38.25,32.18,Tupelo,8044.77,0.89,835.15
6.87,1.84,16.45,5.42,0.78,24.97,42.19,Acacia,4644.72,0.95,514.58
5.92,1.39,14.5,4.22,0.84,22.37,34.16,Blueberry,2484.49,1.0,946.46
3.85,1.82,24.08,4.81,0.9,48.2,43.52,Avocado,9068.35,0.8,778.25
8.23,1.43,19.43,7.21,0.74,36.95,36.26,Chestnut,4509.06,0.92,891.15
5.08,1.62,18.3,3.76,0.84,43.61,29.52,Buckwheat,7042.61,1.0,684.45
1.48,1.82,22.89,6.61,0.81,25.07,33.08,Blueberry,6202.23,0.66,626.3
5.84,1.84,17.64,5.77,0.74,34.54,32.42,Avocado,9525.85,1.0,976.69
5.44,1.42,12.64,4.9,0.75,42.04,22.83,Blueberry,7181.59,1.0,946.46
7.03,1.4,13.93,7.2,0.82,42.1,23.71,Thyme,3071.26,1.0,916.22
8.3,1.44,12.74,2.82,0.87,27.86,41.75,Orange Blossom,9956.58,0.85,213.64
9.44,1.7,14.19,6.18,0.88,47.33,23.74,Acacia,6650.85,0.64,345.99
7.88,1.85,24.7,7.37,0.71,38.03,38.38,Wildflower,3663.22,0.68,219.42
4.39,1.24,15.38,3.37,0.76,28.78,22.55,Sunflower,9074.11,0.8,705.97
5.12,1.48,21.6,6.26,0.71,23.03,43.3,Borage,8756.46,0.95,705.39
6.68,1.59,16.09,2.72,0.8,33.56,27.22,Sunflower,5708.64,0.99,878.89
8.86,1.71,16.1,3.64,0.85,39.66,41.99,Orange Blossom,6511.69,0.82,205.34
7.03,1.68,19.47,5.58,0.79,30.26,25.53,Alfalfa,7086.42,0.99,429.15
2.99,1.74,14.33,3.71,0.77,33.79,43.46,Eucalyptus,1644.83,0.79,548.55
3.81,1.73,17.03,2.73,0.84,49.52,29.31,Tupelo,7878.67,0.87,816.41
5.8,1.39,17.25,7.44,0.81,31.26,27.81,Tupelo,7424.45,1.0,936.38
8.0,1.77,12.36,7.36,0.72,29.85,22.02,Orange Blossom,3719.14,0.64,160.06
1.48,1.82,21.56,2.92,0.85,41.47,25.89,Heather,5338.35,0.66,612.96
1.74,1.24,21.1,4.04,0.78,24.19,30.57,Eucalyptus,8186.54,0.82,570.79
1.23,1.42,12.11,3.62,0.73,49.19,26.38,Alfalfa,9498.73,1.0,432.62
7.99,1.46,21.99,4.77,0.89,40.99,21.79,Rosemary,2495.16,0.77,581.18
9.4,1.69,12.41,5.95,0.77,27.03,37.71,Alfalfa,9472.44,0.66,286.27
4.77,1.53,14.0,4.45,0.79,42.85,29.8,Wildflower,3520.08,0.82,264.51
3.72,1.6,12.65,3.46,0.74,23.95,24.16,Eucalyptus,3300.4,0.8,553.41
3.88,1.56,13.24,3.5,0.72,47.06,24.09,Sage,9970.28,0.77,713.06
5.39,1.47,24.74,3.63,0.72,33.18,25.09,Tupelo,4307.56,1.0,936.38
4.45,1.4,21.41,7.49,0.79,37.97,42.58,Rosemary,2645.17,0.9,677.14
4.78,1.54,14.54,7.28,0.8,21.56,26.27,Lavender,7035.42,0.66,399.58
6.87,1.85,20.0,4.33,0.82,48.05,30.36,Heather,8673.26,1.0,926.3
2.88,1.4,23.33,3.43,0.86,26.0,25.67,Wildflower,4035.44,1.0,321.85
8.44,1.77,20.03,4.76,0.73,34.05,42.43,Heather,9274.88,0.82,756.63
8.8,1.85,21.46,5.52,0.77,41.52,30.07,Lavender,9403.63,0.66,399.58
3.43,1.43,20.44,6.12,0.77,26.92,31.18,Rosemary,3250.86,0.9,680.92
7.48,1.83,14.62,3.01,0.74,48.57,37.78,Sage,7937.25,0.82,761.27
2.78,1.79,12.38,4.9,0.78,41.37,23.41,Tupelo,7876.42,0.8,746.12
7.87,1.68,15.99,3.6,0.88,21.45,44.59,Lavender,7824.74,0.8,481.16
7.35,1.28,18.07,3.72,0.83,48.83,43.28,Sunflower,9855.46,0.98,868.25
6.52,1.21,19.58,6.78,0.88,33.0,31.19,Sunflower,6702.04,0.99,878.89
8.69,1.29,13.01,6.63,0.84,24.65,37.72,Sunflower,6939.35,0.66,586.28
8.55,1.24,19.52,7.46,0.85,32.86,33.62,Alfalfa,4735.02,0.68,294.93
7.82,1.22,21.34,7.05,0.8,40.28,41.84,Wildflower,5272.61,0.64,204.93
8.0,1.27,22.23,3.91,0.73,29.82,25.92,Alfalfa,2025.53,0.8,343.85
3.18,1.37,23.82,3.81,0.74,46.62,27.34,Acacia,2003.42,1.0,543.41
9.02,1.49,16.66,3.67,0.84,46.82,30.75,Manuka,4006.91,0.82,802.69
3.19,1.3,21.19,2.66,0.77,44.08,37.16,Acacia,4735.86,0.66,359.59
7.77,1.31,18.43,2.85,0.71,24.61,32.33,Eucalyptus,5480.0,0.66,459.59
6.66,1.31,20.43,2.77,0.7,32.68,37.55,Orange Blossom,2840.04,0.99,249.37
6.65,1.61,16.57,6.55,0.79,40.9,39.24,Avocado,5482.9,0.97,949.32
3.45,1.25,12.37,3.65,0.74,36.32,24.46,Eucalyptus,2928.66,0.82,567.31
3.4,1.29,24.32,4.61,0.81,22.9,40.72,Sunflower,8083.83,0.8,705.97
8.56,1.74,15.72,7.09,0.72,41.4,29.12,Clover,9427.33,0.66,139.71
2.77,1.38,14.22,5.6,0.73,32.51,39.96,Avocado,9942.15,0.9,874.04
7.93,1.76,17.37,3.22,0.84,44.41,31.96,Buckwheat,6409.68,1.0,684.45
4.67,1.8,12.41,3.5,0.72,42.1,21.28,Rosemary,5236.64,0.8,601.58
7.36,1.21,21.4,6.23,0.81,23.94,27.04,Eucalyptus,9796.54,0.64,440.82
3.39,1.72,23.7,3.12,0.7,25.66,24.33,Heather,7999.98,0.8,738.09
2.44,1.4,22.76,4.44,0.78,29.82,35.17,Eucalyptus,7533.51,1.0,694.53
6.0,1.79,12.55,4.76,0.72,39.47,22.39,Tupelo,4226.84,1.0,936.38
1.25,1.27,15.23,6.05,0.82,42.47,31.74,Alfalfa,6507.86,0.66,286.27
2.99,1.39,20.39,7.21,0.89,27.43,22.03,Thyme,5793.83,0.88,803.42
5.15,1.43,14.44,4.93,0.8,41.39,33.93,Sunflower,4336.49,1.0,885.99
8.9,1.43,21.86,7.38,0.84,41.77,24.0,Lavender,8274.81,0.88,529.51
2.32,1.58,24.68,3.6,0.85,21.13,36.45,Acacia,9477.67,0.82,446.59
6.0,1.81,12.19,2.72,0.8,37.31,28.02,Thyme,5671.13,0.99,908.88
2.32,1.39,21.1,2.83,0.73,43.88,20.69,Manuka,9320.22,0.88,856.45
1.35,1.75,23.52,4.27,0.89,30.91,32.23,Sunflower,2875.85,0.84,745.87
2.37,1.33,17.71,4.2,0.83,22.33,38.74,Heather,2442.14,1.0,926.3
7.31,1.46,15.72,7.4,0.88,20.4,33.49,Chestnut,1850.32,0.64,613.52
7.65,1.32,14.93,3.94,0.89,44.32,42.83,Tupelo,3577.53,0.8,746.12
3.91,1.64,18.41,2.8,0.89,44.33,29.41,Avocado,3027.26,0.66,646.3
4.14,1.83,14.39,6.76,0.85,23.49,38.79,Avocado,3415.73,0.66,646.3
3.92,1.52,19.31,5.48,0.88,40.15,36.01,Clover,8977.77,0.66,139.71
4.58,1.58,18.83,2.8,0.7,36.71,28.58,Manuka,5252.01,0.68,665.85
5.8,1.56,16.57,5.01,0.87,44.07,34.04,Borage,6166.06,0.97,724.03
2.91,1.68,17.75,4.15,0.74,41.71,30.4,Manuka,5860.96,1.0,976.69
9.56,1.75,23.81,6.89,0.76,22.87,35.77,Acacia,1530.98,0.64,344.91
2.9,1.7,14.7,2.66,0.79,27.9,20.89,Lavender,5803.19,0.64,384.48
2.68,1.44,23.54,4.16,0.79,35.85,34.76,Wildflower,4673.54,1.0,321.85
7.71,1.7,19.8,4.51,0.88,26.6,20.87,Alfalfa,9701.71,0.77,333.03
9.73,1.84,16.39,7.26,0.79,22.76,31.67,Acacia,7710.97,0.66,359.59
4.6,1.46,18.72,4.03,0.72,47.49,44.57,Heather,7323.09,0.8,738.09
2.57,1.28,19.21,7.22,0.78,21.7,26.77,Alfalfa,2667.0,0.66,286.27
8.86,1.4,17.35,3.84,0.72,22.96,31.71,Sage,5002.25,1.0,926.3
4.44,1.71,23.52,3.87,0.76,22.42,26.2,Lavender,8718.31,0.82,496.27
7.16,1.32,19.17,5.52,0.86,33.44,26.96,Heather,3029.72,0.99,918.88
8.45,1.22,24.74,5.57,0.81,47.19,33.36,Orange Blossom,8041.16,0.66,166.35
7.07,1.4,24.35,2.78,0.89,40.98,37.39,Avocado,3562.9,1.0,976.69
3.7,1.69,21.09,2.63,0.71,26.49,42.83,Orange Blossom,3113.17,0.64,160.06
9.24,1.53,14.31,7.3,0.76,29.63,27.58,Alfalfa,4079.65,0.66,286.27
8.38,1.77,12.38,3.91,0.88,39.72,40.92,Blueberry,8266.34,0.82,773.1
4.07,1.8,22.06,6.19,0.76,45.89,27.54,Alfalfa,7415.66,0.66,286.27
4.07,1.36,15.08,5.92,0.85,49.94,39.26,Manuka,7744.45,0.66,646.3
4.72,1.45,13.92,3.9,0.87,37.87,29.53,Avocado,5070.55,0.84,822.23
9.82,1.82,18.29,7.14,0.85,31.53,43.42,Rosemary,4599.75,0.66,495.81
3.98,1.35,19.5,7.1,0.72,31.11,25.04,Thyme,9511.48,0.66,599.87
4.84,1.47,21.99,3.37,0.85,33.48,36.67,Clover,6310.81,1.0,211.13
2.43,1.55,23.18,5.11,0.72,42.19,27.32,Sunflower,7182.73,0.66,586.28
4.2,1.3,12.92,5.51,0.81,39.49,21.07,Thyme,2667.18,0.66,601.7
2.94,1.25,23.58,4.72,0.76,39.76,43.98,Avocado,1530.28,0.79,771.41
1.57,1.75,15.32,3.87,0.88,27.63,38.22,Orange Blossom,6071.1,0.82,206.6
8.54,1.63,13.43,5.62,0.8,30.99,33.58,Chestnut,4379.34,0.68,658.98
7.17,1.39,16.33,5.74,0.81,40.19,26.64,Tupelo,2571.01,1.0,936.38
2.68,1.55,17.9,6.2,0.82,48.81,35.5,Alfalfa,9456.58,0.87,377.19
9.67,1.26,13.19,4.53,0.72,22.12,27.02,Acacia,3238.05,0.82,446.59
7.91,1.37,20.8,5.32,0.83,47.31,28.51,Heather,8700.55,0.9,835.44
3.7,1.64,20.7,3.68,0.85,47.78,42.36,Alfalfa,9718.85,0.77,333.03
7.09,1.73,12.84,4.63,0.82,35.2,30.04,Sunflower,6247.81,1.0,885.99
9.46,1.44,15.21,6.67,0.83,31.32,43.63,Thyme,5284.88,0.9,821.76
1.4,1.61,23.82,5.7,0.84,31.44,29.22,Heather,5581.8,0.68,631.49
6.36,1.41,18.72,6.45,0.72,41.01,25.56,Chestnut,9858.08,1.0,966.61
7.75,1.63,12.16,4.31,0.78,38.12,37.72,Avocado,7531.62,0.84,822.23
6.83,1.51,24.27,7.19,0.72,39.61,23.17,Rosemary,2328.69,0.94,709.64
5.08,1.61,16.02,6.82,0.85,49.2,22.49,Sunflower,8282.47,0.95,838.98
5.05,1.5,14.34,7.11,0.75,22.01,42.1,Sage,4743.71,0.95,877.16
3.51,1.65,22.38,2.82,0.82,37.94,40.79,Orange Blossom,3194.58,0.66,165.09
3.0,1.79,13.28,4.94,0.74,32.95,42.49,Heather,4175.77,0.82,756.63
9.68,1.48,21.58,6.65,0.77,32.3,26.15,Sage,8632.26,0.68,631.49
8.31,1.62,22.15,6.97,0.77,33.67,34.23,Blueberry,2969.87,0.68,645.24
2.21,1.71,13.43,7.39,0.9,20.72,20.36,Thyme,6990.76,0.64,583.37
5.58,1.3,13.08,7.2,0.89,37.61,30.79,Sage,2915.39,0.99,918.88
6.03,1.3,19.12,3.33,0.73,27.43,24.64,Acacia,4279.38,1.0,543.41
9.44,1.84,19.39,7.26,0.83,39.84,25.18,Tupelo,7840.68,0.68,638.37
4.35,1.46,17.74,5.38,0.85,22.06,41.07,Borage,8209.58,0.85,630.83
3.86,1.77,14.65,6.06,0.85,47.61,38.25,Sunflower,9689.5,0.64,562.35
6.19,1.29,19.15,3.25,0.82,40.84,41.53,Rosemary,3821.38,1.0,754.98
3.05,1.37,21.48,4.31,0.86,32.75,21.42,Chestnut,3557.69,1.0,966.61
6.44,1.85,16.01,5.37,0.73,37.55,37.82,Avocado,5487.85,0.99,968.87
7.57,1.68,13.47,3.33,0.74,35.22,29.59,Blueberry,8963.45,0.84,796.78
2.35,1.29,23.62,7.47,0.77,41.57,27.99,Thyme,5848.26,0.66,606.29
7.99,1.72,20.04,3.02,0.78,38.21,26.05,Tupelo,9962.47,0.82,762.99
9.9,1.46,18.54,5.99,0.84,33.43,30.64,Manuka,5924.39,0.68,665.85
8.89,1.83,16.78,5.44,0.79,27.01,38.67,Alfalfa,7024.94,0.66,286.27
7.8,1.55,14.62,6.46,0.9,34.63,38.96,Chestnut,8367.22,0.68,658.98
5.41,1.63,19.96,6.71,0.89,48.81,41.58,Heather,2777.17,0.95,877.16
7.65,1.81,20.65,4.58,0.84,23.9,43.56,Alfalfa,7657.79,0.8,344.72
9.73,1.46,24.52,5.42,0.88,24.69,35.73,Borage,1563.83,0.64,472.8
6.49,1.55,22.09,3.02,0.7,29.98,27.55,Sage,7645.31,1.0,926.3
7.88,1.5,13.42,3.19,0.85,45.62,20.4,Tupelo,5680.03,0.8,746.12
7.53,1.84,24.7,3.96,0.87,37.61,30.97,Chestnut,9028.51,0.84,813.75
1.79,1.23,12.45,5.61,0.82,28.29,39.11,Borage,6038.4,0.66,492.92
3.71,1.39,15.85,5.35,0.9,49.15,37.35,Orange Blossom,7397.24,0.9,226.73
5.94,1.86,15.51,4.38,0.72,43.84,33.66,Alfalfa,2203.17,1.0,432.62
5.46,1.43,22.68,4.56,0.71,29.55,36.78,Blueberry,4035.32,1.0,946.46
6.98,1.22,23.09,4.66,0.82,37.87,26.1,Chestnut,6956.06,1.0,966.61
2.73,1.45,14.08,3.25,0.74,45.48,24.44,Manuka,9829.74,0.77,751.86
4.94,1.36,18.0,6.2,0.7,37.71,42.85,Acacia,9266.0,1.0,543.41
8.89,1.41,13.1,4.8,0.87,45.15,26.39,Borage,6049.07,1.0,744.91
2.79,1.47,22.25,5.51,0.76,21.03,43.38,Eucalyptus,5473.78,0.64,442.21
3.42,1.7,18.47,5.37,0.8,27.38,25.85,Borage,4972.56,0.66,492.92
2.14,1.31,15.58,5.61,0.7,27.39,37.47,Buckwheat,3155.73,0.66,452.92
7.93,1.23,21.02,5.78,0.81,33.92,40.7,Sunflower,4408.89,0.66,581.85
7.56,1.34,12.74,4.22,0.78,30.99,44.1,Blueberry,2597.03,0.82,773.1
5.67,1.66,20.48,3.37,0.85,33.15,42.12,Heather,6410.41,1.0,926.3
9.9,1.67,19.79,7.37,0.82,46.81,42.08,Acacia,8318.84,0.64,345.99
5.99,1.25,14.73,5.08,0.81,46.31,27.77,Sage,2340.16,0.94,875.3
2.4,1.54,21.51,7.46,0.72,41.69,21.18,Sage,8848.68,0.64,589.79
4.24,1.86,14.5,6.49,0.71,30.61,44.54,Wildflower,7240.79,0.66,211.37
5.13,1.51,19.92,3.19,0.86,42.56,27.81,Sage,6906.75,1.0,926.3
7.8,1.77,16.88,4.24,0.77,42.98,26.5,Acacia,8614.71,1.0,543.41
2.05,1.27,12.81,3.56,0.87,40.11,26.33,Heather,9431.75,0.82,761.27
6.29,1.56,21.89,6.79,0.76,33.67,39.16,Clover,4891.66,0.99,209.44
7.89,1.54,13.32,6.52,0.88,49.59,43.8,Clover,5979.7,0.64,134.43
9.64,1.56,14.06,2.55,0.78,36.23,24.7,Sunflower,6024.55,0.66,581.85
3.98,1.57,24.24,3.27,0.88,42.4,34.83,Tupelo,6967.86,0.82,769.55
9.84,1.76,21.23,3.77,0.81,22.53,21.81,Thyme,7754.68,0.8,730.06
3.83,1.82,16.55,3.15,0.79,48.78,21.85,Lavender,3163.36,0.8,481.16
6.1,1.54,15.0,6.91,0.82,27.88,35.13,Alfalfa,2082.3,0.94,408.8
7.44,1.22,23.9,6.45,0.81,25.86,38.72,Thyme,9063.72,0.66,606.29
6.66,1.78,18.99,2.59,0.76,38.91,39.1,Clover,6145.14,0.99,209.44
7.21,1.21,18.34,7.19,0.85,44.95,36.11,Manuka,5365.16,0.66,646.3
1.19,1.36,18.37,4.58,0.83,22.74,22.45,Blueberry,1547.78,1.0,946.46
1.06,1.74,23.11,2.7,0.78,38.72,31.25,Acacia,2155.58,0.66,355.78
3.71,1.57,23.35,5.32,0.85,21.81,32.54,Rosemary,5024.17,0.66,499.59
1.97,1.26,22.58,5.29,0.76,28.32,22.05,Chestnut,3573.77,0.64,615.46
6.01,1.78,18.69,6.69,0.72,28.59,28.46,Alfalfa,7033.62,0.97,420.49
2.19,1.47,19.4,7.27,0.88,33.49,41.12,Rosemary,5851.77,0.66,495.81
9.82,1.41,21.15,3.38,0.86,27.85,37.63,Buckwheat,8472.87,1.0,684.45
6.89,1.76,24.2,4.47,0.78,30.11,35.52,Orange Blossom,4071.49,1.0,251.38
3.63,1.75,24.88,2.92,0.86,46.16,31.33,Buckwheat,6494.62,0.66,452.92
2.42,1.81,16.2,3.98,0.79,29.57,43.38,Chestnut,3941.36,0.8,770.22
4.53,1.58,17.28,7.42,0.86,28.15,23.44,Rosemary,4313.51,0.85,639.36
4.69,1.34,18.69,6.92,0.74,30.73,44.56,Sunflower,7710.9,0.66,581.85
6.94,1.69,12.76,5.79,0.87,45.73,20.38,Buckwheat,5610.16,0.95,648.14
9.65,1.25,16.96,5.4,0.74,48.98,22.81,Acacia,8447.83,0.85,460.19
6.13,1.75,21.03,4.12,0.79,36.26,25.76,Borage,2110.82,1.0,744.91
6.23,1.52,16.2,6.83,0.85,31.28,39.28,Manuka,7724.25,0.99,968.87
7.41,1.7,14.33,3.62,0.83,48.64,36.52,Chestnut,1989.31,0.8,768.28
3.52,1.79,16.9,6.44,0.87,22.04,34.94,Wildflower,7903.75,0.87,280.62
4.64,1.32,23.68,2.61,0.74,24.35,24.99,Wildflower,7430.06,0.64,204.93
1.01,1.73,20.81,5.11,0.72,26.87,23.8,Wildflower,5677.0,0.64,204.93
7.25,1.75,13.99,5.59,0.86,24.32,44.42,Manuka,9757.57,0.61,595.49
9.64,1.31,12.97,2.93,0.74,29.28,24.01,Chestnut,8102.63,0.64,615.46
8.16,1.29,19.14,5.77,0.76,47.21,24.21,Sage,5918.36,0.64,589.79
4.42,1.5,21.58,2.55,0.88,33.36,33.19,Manuka,5630.74,0.68,665.85
4.39,1.52,20.92,6.29,0.87,38.49,27.46,Acacia,8741.34,0.68,370.46
6.42,1.83,19.85,3.84,0.76,24.67,32.76,Buckwheat,7183.53,1.0,684.45
2.6,1.55,12.21,6.31,0.77,39.0,24.27,Chestnut,1823.43,0.63,608.69
4.11,1.8,18.26,3.82,0.83,22.67,31.59,Tupelo,7620.24,0.82,769.55
7.32,1.44,22.66,2.62,0.77,45.68,28.86,Sage,5157.98,0.9,835.44
7.11,1.47,19.86,6.34,0.76,25.86,31.57,Avocado,9117.84,0.97,949.32
5.48,1.83,17.83,7.34,0.85,39.3,27.49,Eucalyptus,4219.1,1.0,694.53
4.59,1.34,14.07,6.04,0.7,38.18,35.55,Manuka,7193.75,0.68,665.85
1.65,1.57,12.98,4.51,0.84,27.96,35.82,Thyme,5320.2,0.82,752.99
7.94,1.27,19.85,6.51,0.85,33.74,31.86,Acacia,4407.0,0.68,370.46
8.86,1.59,23.18,6.5,0.81,37.63,29.28,Borage,6004.38,0.68,507.83
6.49,1.83,13.17,5.05,0.75,43.11,39.33,Lavender,8106.99,0.97,586.93
5.99,1.43,12.77,5.07,0.84,39.72,21.67,Orange Blossom,3338.46,1.0,251.38
6.85,1.34,12.35,4.96,0.87,47.94,24.29,Lavender,8041.91,1.0,603.85
2.77,1.61,12.02,6.83,0.78,39.73,31.27,Clover,3709.34,0.68,143.93
5.71,1.81,13.38,7.15,0.72,46.45,42.16,Thyme,2635.46,0.95,867.61
8.56,1.47,17.03,3.7,0.89,42.38,36.21,Borage,1659.62,1.0,744.91
5.56,1.77,13.61,7.43,0.79,23.11,38.17,Clover,9304.13,0.97,205.21
1.55,1.35,16.47,5.66,0.85,33.38,24.33,Tupelo,8472.94,0.66,614.94
3.48,1.44,21.39,6.03,0.87,42.2,41.22,Sage,2385.54,0.85,787.23
9.63,1.65,13.53,3.57,0.78,27.22,30.33,Rosemary,9329.71,0.82,620.47
9.1,1.81,24.85,6.54,0.73,37.34,40.99,Borage,6472.63,0.66,489.2
5.3,1.24,22.27,3.95,0.84,42.78,34.59,Manuka,8521.08,1.0,976.69
8.93,1.78,17.05,4.72,0.89,34.53,21.84,Orange Blossom,8666.04,1.0,251.38
9.46,1.49,14.13,4.88,0.86,25.78,21.45,Manuka,6008.49,0.8,778.25
1.04,1.28,14.39,5.91,0.79,27.15,33.06,Wildflower,1633.38,0.64,204.28
8.29,1.64,14.08,7.02,0.72,47.54,40.19,Buckwheat,8821.27,0.64,435.8
1.08,1.68,24.85,3.78,0.8,39.06,42.48,Sunflower,4039.46,0.82,723.7
2.82,1.61,19.72,2.9,0.71,34.04,23.47,Thyme,2251.41,0.63,576.95
6.32,1.25,16.16,4.95,0.7,29.97,31.42,Thyme,9338.76,1.0,916.22
8.1,1.3,13.52,6.25,0.86,29.26,31.02,Alfalfa,7967.46,0.66,286.27
5.56,1.75,22.1,3.65,0.72,26.34,23.48,Heather,2784.3,1.0,926.3
8.73,1.55,13.7,6.39,0.87,20.11,30.59,Borage,9161.32,0.66,492.92
2.86,1.77,21.61,5.55,0.81,21.79,36.81,Sage,7686.29,0.66,612.96
3.29,1.53,19.94,5.6,0.79,23.58,40.58,Tupelo,4552.37,0.64,596.2
7.29,1.66,19.35,5.84,0.88,20.72,43.53,Manuka,4656.42,0.64,621.87
2.36,1.34,21.21,2.6,0.88,28.03,26.69,Alfalfa,9968.87,0.64,274.59
2.67,1.66,18.29,4.01,0.74,37.71,34.53,Clover,9703.32,0.82,172.03
2.25,1.74,12.62,4.93,0.79,42.58,30.44,Rosemary,5368.6,0.82,620.47
8.93,1.46,23.37,2.92,0.72,28.85,30.79,Heather,4400.48,0.66,612.96
1.94,1.74,19.61,6.3,0.76,45.5,30.82,Rosemary,4071.61,0.66,499.59
8.22,1.78,16.1,6.0,0.85,24.49,24.44,Eucalyptus,6538.21,0.64,442.21
4.99,1.86,20.61,4.74,0.85,39.63,20.06,Tupelo,2313.67,1.0,936.38
8.33,1.58,15.98,2.99,0.75,47.45,25.23,Blueberry,6578.46,0.66,626.3
1.26,1.41,20.81,4.94,0.84,46.3,33.61,Blueberry,3759.18,1.0,946.46
7.33,1.35,21.52,5.36,0.82,39.59,32.75,Acacia,9614.48,0.66,355.78
4.14,1.5,20.0,3.23,0.78,23.56,37.87,Blueberry,6779.79,0.82,777.84
7.45,1.25,16.69,5.69,0.9,40.21,38.45,Alfalfa,8678.56,0.66,286.27
9.26,1.8,13.18,6.84,0.78,43.38,34.51,Borage,8641.65,0.66,492.92
4.56,1.47,14.54,2.73,0.78,37.23,36.19,Rosemary,4948.81,0.68,514.7
5.45,1.76,21.92,7.21,0.74,31.67,43.57,Borage,3464.2,0.97,720.3
5.73,1.77,20.34,4.93,0.71,33.23,40.23,Buckwheat,4413.06,1.0,684.45
3.42,1.46,21.96,4.53,0.89,29.24,21.25,Borage,1674.68,0.77,573.43
9.37,1.32,21.35,6.71,0.78,27.96,43.66,Thyme,2617.89,0.64,583.37
6.75,1.74,16.36,6.83,0.86,41.51,43.74,Lavender,9680.05,0.92,555.5
7.88,1.27,13.54,2.95,0.85,22.47,24.96,Rosemary,6962.71,0.64,480.71
3.25,1.73,23.01,3.62,0.81,25.77,27.03,Tupelo,7921.44,0.82,769.55
6.49,1.54,18.5,4.97,0.9,29.0,35.14,Tupelo,4602.05,1.0,936.38
3.26,1.61,22.11,3.36,0.76,47.89,37.19,Avocado,3806.65,0.82,802.69
4.55,1.29,20.97,4.22,0.89,22.58,33.33,Avocado,7753.25,0.82,802.69
4.05,1.45,12.32,3.44,0.89,20.4,22.15,Borage,4395.12,1.0,744.91
9.94,1.23,18.69,5.96,0.89,23.38,43.92,Orange Blossom,6248.43,0.64,160.06
1.84,1.21,15.82,3.85,0.79,42.74,33.69,Tupelo,2484.08,0.8,744.25
9.48,1.58,13.89,7.44,0.72,27.59,24.42,Clover,4804.51,0.64,134.43
7.85,1.42,14.3,5.45,0.75,30.15,23.58,Tupelo,9534.38,0.87,814.54
4.42,1.81,18.44,6.97,0.8,32.52,24.05,Wildflower,3144.62,0.66,211.37
4.24,1.5,19.68,5.68,0.73,44.66,30.65,Manuka,4485.28,0.66,646.3
8.61,1.32,20.11,5.96,0.77,44.27,26.96,Sunflower,2489.01,0.64,562.35
4.18,1.39,14.52,5.13,0.79,27.66,35.79,Manuka,8257.26,0.9,880.89
8.71,1.85,15.77,3.34,0.8,32.84,34.83,Borage,8610.4,0.84,627.1
9.21,1.47,24.15,3.44,0.79,21.73,43.05,Avocado,4199.67,0.8,778.25
7.24,1.67,20.16,5.4,0.77,28.47,24.39,Thyme,4531.39,0.64,583.37
8.3,1.75,18.05,5.34,0.77,28.48,23.29,Blueberry,9207.82,0.85,801.52
3.27,1.62,23.39,5.2,0.7,41.08,26.68,Heather,6623.86,0.66,612.96
7.26,1.6,14.88,3.94,0.78,33.79,24.61,Thyme,1779.75,0.79,723.64
6.16,1.69,20.51,4.39,0.78,29.83,38.53,Orange Blossom,5984.89,1.0,251.38
1.5,1.23,24.63,3.45,0.83,21.75,20.81,Rosemary,4106.07,0.8,601.58
1.78,1.55,20.79,2.94,0.9,27.99,24.43,Orange Blossom,2312.64,0.61,153.27
6.66,1.65,21.9,6.1,0.81,49.23,32.65,Lavender,6744.51,0.97,586.93
6.13,1.25,17.71,3.56,0.83,20.24,34.92,Eucalyptus,9996.57,1.0,694.53
7.79,1.28,13.8,3.21,0.77,25.78,20.35,Sage,2796.57,0.8,738.09
7.18,1.57,12.87,2.69,0.77,24.94,23.37,Manuka,6185.54,0.95,924.88
1.9,1.57,16.78,4.45,0.85,40.58,37.78,Tupelo,4853.37,0.82,769.55
1.58,1.71,18.77,3.83,0.71,40.62,31.69,Tupelo,1876.94,0.8,744.25
6.54,1.25,13.05,6.85,0.79,40.41,30.07,Manuka,9824.37,0.94,922.92
7.42,1.79,23.64,4.71,0.76,34.7,20.62,Wildflower,2818.68,0.82,262.9
7.31,1.63,18.52,4.6,0.85,46.21,37.6,Sage,9287.63,0.82,761.27
